"County","Agency","Year","Months Reported","Index Total","Violent Total","Murder","Rape","Robbery","Aggravated Assault","Property Total","Burglary","Larceny","Motor Vehicle Theft","Region"
"Monroe","Monroe County Park PD","2013","12","21","1","0","1","0","0","20","1","19","0","Non-New York City"
"Monroe","Monroe County Sheriff","2013","12","3,774","162","2","16","56","88","3,612","636","2,876","100","Non-New York City"
"Monroe","Monroe County State Police","2013","12","82","7","0","6","1","0","75","1","66","8","Non-New York City"
"Monroe","Ogden Town PD","2013","12","225","17","0","2","6","9","208","24","176","8","Non-New York City"
"Monroe","Rochester City PD","2013","12","12,160","2,109","42","94","918","1,055","10,051","2,587","6,855","609","Non-New York City"
"Monroe","SUNY Police - Brockport","2013","12","108","5","0","0","1","4","103","9","91","3","Non-New York City"
"Monroe","Webster Town and Vg PD","2013","12","491","21","0","2","3","16","470","101","362","7","Non-New York City"
"Montgomery","Amsterdam City PD","2013","12","435","30","0","0","12","18","405","99","291","15","Non-New York City"
"Montgomery","Canajoharie Vg PD","2013","12","15","1","0","0","0","1","14","1","13","0","Non-New York City"
"Montgomery","County Total","2013",,"1,125","48","0","4","13","31","1,077","186","864","27","Non-New York City"
"Montgomery","Fort Plain Vg PD","2013","12","94","4","0","0","1","3","90","23","65","2","Non-New York City"
"Montgomery","Montgomery County Park PD","2013","12","1","0","0","0","0","0","1","0","1","0","Non-New York City"
"Montgomery","Montgomery County Sheriff","2013","12","424","6","0","0","0","6","418","37","377","4","Non-New York City"
"Montgomery","Montgomery County State Police","2013","12","106","4","0","4","0","0","102","18","78","6","Non-New York City"
"Montgomery","St Johnsville Vg PD","2013","12","50","3","0","0","0","3","47","8","39","0","Non-New York City"
"Nassau","Centre Island Vg PD","2013","12","1","0","0","0","0","0","1","0","1","0","Non-New York City"
"Nassau","County Total","2013",,"18,683","2,111","25","54","1,043","989","16,572","2,355","13,328","889","Non-New York City"
"Nassau","Floral Park Vg PD","2013","12","86","14","0","2","7","5","72","16","44","12","Non-New York City"
"Nassau","Freeport Vg PD","2013","12","1,085","152","0","2","76","74","933","168","698","67","Non-New York City"
"Nassau","Garden City Vg PD","2013","12","356","10","0","0","4","6","346","33","303","10","Non-New York City"
"Nassau","Glen Cove City PD","2013","12","98","8","0","0","4","4","90","25","62","3","Non-New York City"
"Nassau","Great Neck Estates Vg PD","2013","12","20","0","0","0","0","0","20","6","12","2","Non-New York City"
"Nassau","Hempstead Vg PD","2013","12","1,391","433","10","3","204","216","958","206","630","122","Non-New York City"
"Nassau","Kensington Vg PD","2013","11","3","0","0","0","0","0","3","3","0","0","Non-New York City"
"Nassau","Kings Point Vg PD","2013","12","17","1","0","0","0","1","16","4","11","1","Non-New York City"
"Nassau","Lake Success Vg PD","2013","12","34","2","0","0","0","2","32","10","21","1","Non-New York City"
"Nassau","Long Beach City PD","2013","12","373","35","0","1","13","21","338","42","278","18","Non-New York City"
"Nassau","Lynbrook Vg PD","2013","12","175","12","0","1","3","8","163","18","128","17","Non-New York City"
"Nassau","Malverne Vg PD","2013","12","25","4","0","0","3","1","21","3","17","1","Non-New York City"
"Nassau","Nassau County MTA","2013","12","86","11","1","0","8","2","75","1","74","0","Non-New York City"
"Nassau","Nassau County Park PD","2013","12","62","5","0","1","2","2","57","3","52","2","Non-New York City"
"Nassau","Nassau County PD","2013","12","14,283","1,394","12","43","706","633","12,889","1,737","10,558","594","Non-New York City"
"Nassau","Nassau County State Police","2013","12","6","1","1","0","0","0","5","0","4","1","Non-New York City"
"Nassau","Old Brookville Vg PD","2013","12","58","4","0","0","1","3","54","16","28","10","Non-New York City"
"Nassau","Old Westbury Vg PD","2013","12","40","1","0","0","0","1","39","6","29","4","Non-New York City"
"Nassau","Oyster Bay Cove Vg PD","2013","12","19","0","0","0","0","0","19","3","16","0","Non-New York City"
"Nassau","Port Washington Police District","2013","12","100","2","0","0","1","1","98","13","81","4","Non-New York City"
"Nassau","Rockville Centre Vg PD","2013","12","293","22","1","1","11","9","271","30","223","18","Non-New York City"
"Nassau","Sands Point Vg PD","2013","12","18","0","0","0","0","0","18","4","13","1","Non-New York City"
"Nassau","SUNY Police - Old Westbury","2013","12","54","0","0","0","0","0","54","8","45","1","Non-New York City"
"New York","County Total","2013",,"51,872","8,708","39","236","3,340","5,093","43,164","2,775","39,647","742","New York City"
"Niagara","County Total","2013",,"6,655","798","4","37","240","517","5,857","1,312","4,323","222","Non-New York City"
"Niagara","Lewiston Town PD","2013","12","146","12","0","0","1","11","134","30","96","8","Non-New York City"
"Niagara","Lockport City PD","2013","12","723","70","0","6","24","40","653","120","527","6","Non-New York City"
"Niagara","Middleport Vg PD","2013","12","21","2","0","0","0","2","19","1","16","2","Non-New York City"
"Niagara","Niagara County Park PD","2013","12","60","2","0","0","2","0","58","1","56","1","Non-New York City"
"Niagara","Niagara County Sheriff","2013","12","966","61","0","8","22","31","905","234","618","53","Non-New York City"
"Niagara","Niagara County State Police","2013","12","208","13","0","3","6","4","195","18","171","6","Non-New York City"
"Niagara","Niagara Falls City PD","2013","12","3,393","584","3","12","166","403","2,809","746","1,949","114","Non-New York City"
"Niagara","Niagara Town PD","2013","12","507","13","0","0","2","11","494","48","432","14","Non-New York City"
"Niagara","North Tonawanda City PD","2013","12","628","41","1","8","17","15","587","114","455","18","Non-New York City"
"Niagara","Youngstown Vg PD","2013","12","3","0","0","0","0","0","3","0","3","0","Non-New York City"
"Oneida","Boonville Vg PD","2013","12","20","1","0","0","0","1","19","7","12","0","Non-New York City"
"Oneida","Camden Vg PD","2013","12","51","5","0","0","0","5","46","4","42","0","Non-New York City"
"Oneida","County Total","2013",,"5,990","537","13","45","136","343","5,453","1,056","4,228","169","Non-New York City"
"Oneida","Kirkland Town PD","2013","12","103","0","0","0","0","0","103","21","81","1","Non-New York City"
"Oneida","New Hartford Town and Vg PD","2013","12","826","13","0","1","3","9","813","74","734","5","Non-New York City"
"Oneida","New York Mills Vg PD","2013","12","66","2","0","0","0","2","64","16","47","1","Non-New York City"
"Oneida","Oneida County Park PD","2013","12","5","0","0","0","0","0","5","1","4","0","Non-New York City"
"Oneida","Oneida County Sheriff","2013","12","471","40","1","7","4","28","431","130","291","10","Non-New York City"
"Oneida","Oneida County State Police","2013","12","632","56","1","10","2","43","576","145","401","30","Non-New York City"
"Oneida","Oriskany Vg PD","2013","12","10","0","0","0","0","0","10","2","8","0","Non-New York City"
"Oneida","Rome City PD","2013","12","709","47","4","0","23","20","662","157","470","35","Non-New York City"
"Oneida","Sherrill City PD","2013","12","41","4","0","0","0","4","37","14","23","0","Non-New York City"
"Oneida","SUNY Police - Polytechnic Institute","2013","12","16","1","0","0","0","1","15","1","14","0","Non-New York City"
"Oneida","Utica City PD","2013","12","2,890","361","7","27","102","225","2,529","449","1,998","82","Non-New York City"
"Oneida","Vernon Vg PD","2013","12","23","2","0","0","1","1","21","4","17","0","Non-New York City"
"Oneida","Whitesboro Vg PD","2013","12","40","4","0","0","0","4","36","14","21","1","Non-New York City"
"Oneida","Whitestown Town PD","2013","12","77","0","0","0","0","0","77","13","61","3","Non-New York City"
"Oneida","Yorkville Vg PD","2013","3","10","1","0","0","1","0","9","4","4","1","Non-New York City"
"Onondaga","Baldwinsville Vg PD","2013","12","93","5","0","0","1","4","88","10","77","1","Non-New York City"
"Onondaga","Camillus Town and Vg PD","2013","12","362","14","0","1","0","13","348","36","307","5","Non-New York City"
"Onondaga","Cicero Town PD","2013","12","452","12","0","0","2","10","440","45","393","2","Non-New York City"
"Onondaga","County Total","2013",,"13,987","1,491","25","104","469","893","12,496","2,642","9,312","542","Non-New York City"
"Onondaga","DeWitt Town PD","2013","12","735","20","0","0","10","10","715","85","618","12","Non-New York City"
"Onondaga","East Syracuse Vg PD","2013","12","155","8","0","0","4","4","147","19","121","7","Non-New York City"
"Onondaga","Geddes Town PD","2013","12","258","7","0","0","2","5","251","21","222","8","Non-New York City"
"Onondaga","Jordan Vg PD","2013","12","3","1","0","0","0","1","2","0","2","0","Non-New York City"
"Onondaga","Liverpool Vg PD","2013","12","48","2","0","0","1","1","46","6","39","1","Non-New York City"
"Onondaga","Manlius Town PD","2013","12","420","18","0","0","4","14","402","56","343","3","Non-New York City"
"Onondaga","Marcellus Vg PD","2013","12","13","0","0","0","0","0","13","2","11","0","Non-New York City"
"Onondaga","North Syracuse Vg PD","2013","12","121","10","0","0","0","10","111","14","94","3","Non-New York City"
"Onondaga","Onondaga County Park PD","2013","12","11","0","0","0","0","0","11","0","11","0","Non-New York City"
"Onondaga","Onondaga County Park Rangers","2013","12","64","0","0","0","0","0","64","4","60","0","Non-New York City"
"Onondaga","Onondaga County Sheriff","2013","12","2,448","146","3","18","32","93","2,302","386","1,851","65","Non-New York City"
"Onondaga","Onondaga County State Police","2013","12","783","34","1","10","6","17","749","135","579","35","Non-New York City"
"Onondaga","Skaneateles Vg PD","2013","12","10","0","0","0","0","0","10","2","8","0","Non-New York City"
"Onondaga","Solvay Vg PD","2013","12","205","19","0","0","6","13","186","38","142","6","Non-New York City"
"Onondaga","SUNY Police - Environmental Science","2013","12","22","0","0","0","0","0","22","0","22","0","Non-New York City"
"Onondaga","SUNY Police - Upstate Medical","2013","12","119","3","0","0","1","2","116","2","114","0","Non-New York City"
"Onondaga","Syracuse City PD","2013","12","7,665","1,192","21","75","400","696","6,473","1,781","4,298","394","Non-New York City"
"Ontario","Canandaigua City PD","2013","12","349","29","0","7","9","13","320","55","255","10","Non-New York City"
"Ontario","County Total","2013",,"2,096","122","1","20","31","70","1,974","388","1,549","37","Non-New York City"
"Ontario","Geneva City PD","2013","12","371","28","1","4","5","18","343","65","275","3","Non-New York City"
"Ontario","Ontario County Park PD","2013","12","2","0","0","0","0","0","2","0","2","0","Non-New York City"
"Ontario","Ontario County Sheriff","2013","12","1,130","54","0","8","16","30","1,076","225","829","22","Non-New York City"
"Ontario","Ontario County State Police","2013","12","222","10","0","1","1","8","212","40","170","2","Non-New York City"
"Ontario","Phelps Vg PD","2013","11","22","1","0","0","0","1","21","3","18","0","Non-New York City"
"Orange","Blooming Grove Town PD","2013","12","113","9","0","1","1","7","104","21","76","7","Non-New York City"
"Orange","Chester Town PD","2013","12","24","0","0","0","0","0","24","9","15","0","Non-New York City"
"Orange","Chester Vg PD","2013","12","98","6","0","0","4","2","92","14","78","0","Non-New York City"
"Orange","Cornwall-on-Hudson Vg PD","2013","12","24","2","0","0","0","2","22","8","14","0","Non-New York City"
"Orange","Cornwall Town PD","2013","12","43","1","0","0","0","1","42","10","32","0","Non-New York City"
"Orange","County Total","2013",,"8,589","868","12","74","277","505","7,721","1,195","6,309","217","Non-New York City"
"Orange","Crawford Town PD","2013","12","122","11","0","0","2","9","111","16","95","0","Non-New York City"
"Orange","Deerpark Town PD","2013","12","159","7","0","2","2","3","152","52","100","0","Non-New York City"
"Orange","Florida Vg PD","2013","12","44","0","0","0","0","0","44","5","39","0","Non-New York City"
"Orange","Goshen Town PD","2013","12","63","1","0","0","0","1","62","7","52","3","Non-New York City"
"Orange","Goshen Vg PD","2013","12","66","2","0","1","1","0","64","2","62","0","Non-New York City"
"Orange","Greenwood Lake Vg PD","2013","12","23","2","0","0","0","2","21","3","16","2","Non-New York City"
"Orange","Harriman Vg PD","2013","12","15","2","0","0","0","2","13","3","10","0","Non-New York City"
"Orange","Highland Falls Vg PD","2013","12","42","3","0","0","0","3","39","8","31","0","Non-New York City"
"Orange","Highlands Town PD","2013","12","10","0","0","0","0","0","10","2","8","0","Non-New York City"
"Orange","Maybrook Vg PD","2013","12","17","2","0","0","1","1","15","3","10","2","Non-New York City"
"Orange","Middletown City PD","2013","12","966","114","1","6","47","60","852","136","683","33","Non-New York City"
"Orange","Monroe Vg PD","2013","12","151","14","0","2","5","7","137","16","118","3","Non-New York City"
"Orange","Montgomery Town PD","2013","12","120","6","0","2","1","3","114","22","91","1","Non-New York City"
"Orange","Montgomery Vg PD","2013","12","47","2","0","0","0","2","45","3","42","0","Non-New York City"
"Orange","Mount Hope Town PD","2013","12","32","0","0","0","0","0","32","6","25","1","Non-New York City"
"Orange","Newburgh City PD","2013","12","1,475","435","5","21","150","259","1,040","304","673","63","Non-New York City"
"Orange","Newburgh Town PD","2013","12","1,391","38","0","5","15","18","1,353","143","1,182","28","Non-New York City"
"Orange","New Windsor Town PD","2013","12","502","31","0","1","8","22","471","65","394","12","Non-New York City"
"Orange","Orange County MTA","2013","12","6","0","0","0","0","0","6","0","6","0","Non-New York City"
"Orange","Orange County Park PD","2013","12","5","0","0","0","0","0","5","1","4","0","Non-New York City"
"Orange","Orange County Sheriff","2013","12","16","9","0","0","0","9","7","0","7","0","Non-New York City"
"Orange","Orange County State Police","2013","12","963","79","4","24","15","36","884","112","754","18","Non-New York City"
"Orange","Port Jervis City PD","2013","12","299","15","1","3","3","8","284","67","214","3","Non-New York City"
